probeset_id	array_01.cel	array_02.cel	array_03.cel	array_04.cel	array_05.cel	array_06.cel	array_07.cel	array_08.cel	array_09.cel	array_10.cel	array_11.cel	array_12.cel	array_13.cel	array_14.cel	array_15.cel	array_16.cel	array_17.cel	array_18.cel
sla-miR-19a_st	6.25942	5.73582	5.95980	6.11723	5.79492	5.86162	5.93970	5.83345	5.22253	5.68039	5.87745	5.59203	5.26381	5.75524	5.50744	5.39156	5.74160	5.31749
sla-miR-20_st	10.68773	10.35363	10.57656	10.58970	10.43247	10.58765	10.42333	10.14304	10.38122	10.42549	10.20403	10.61326	10.14453	10.20745	10.22518	10.15770	10.50610	10.59136
sla-miR-19b_st	11.29920	10.92846	11.11484	10.97492	11.08770	11.04102	11.05187	11.16663	11.03261	10.94400	10.99208	11.06448	10.44080	10.58158	10.65335	10.60739	10.71505	10.56529
sla-miR-92_st	13.34855	13.44459	13.54595	13.58359	13.56132	13.54216	13.56617	13.45189	13.46901	13.44413	13.67832	13.51484	13.68620	13.65333	13.69604	13.70392	13.70913	13.71634
lla-miR-17-5p_st	12.94981	13.01210	12.94305	12.95165	12.95783	12.96201	13.00907	13.17039	12.95363	12.93870	12.89687	12.83499	12.66659	12.69246	12.62972	12.58477	12.71672	12.67376
lla-miR-17-3p_st	7.75074	7.75773	7.72957	7.65427	7.61125	7.77697	7.65233	7.65619	7.69239	7.69517	7.66548	7.76841	7.71988	7.86781	7.96431	8.07918	8.03506	8.11774
lla-miR-18_st	9.72388	9.70082	9.84565	9.78564	9.69368	9.71475	9.63984	9.72388	9.56285	9.72463	9.54514	9.38892	9.00668	8.84249	8.76036	8.81143	8.83001	8.77659
lla-miR-19a_st	6.09734	5.87495	5.45185	5.71843	5.37514	6.03093	5.69199	5.79124	5.80413	6.41656	5.90669	5.26173	5.00353	4.36953	5.96907	5.52977	5.86995	4.85254
lla-miR-20_st	10.71983	10.45862	10.59963	10.61386	10.49070	10.50778	10.42326	10.18475	10.31547	10.47892	10.30792	10.60983	10.13090	10.24363	10.11846	10.21946	10.58190	10.61746
lla-miR-19b_st	11.13738	10.95782	11.02572	10.97129	11.06491	11.07953	11.02298	11.22417	10.98243	10.98358	10.97112	11.06882	10.50128	10.49096	10.71207	10.65307	10.61626	10.69450
lla-miR-92_st	13.39556	13.49379	13.54575	13.54303	13.53435	13.52739	13.59437	13.46232	13.52134	13.47403	13.63850	13.45082	13.69657	13.65216	13.72722	13.69850	13.68288	13.70699
mne-miR-17-5p_st	12.94122	12.98941	12.94099	12.96682	12.94248	12.94704	12.96756	13.15417	12.93731	12.89945	12.87080	12.87820	12.62020	12.62380	12.59746	12.67004	12.67743	12.67424
mne-miR-17-3p_st	7.64202	7.64180	7.71286	7.75628	7.67792	7.74677	7.65675	7.88576	7.70654	7.45609	7.78744	7.76281	7.95149	7.84868	8.04519	8.08609	8.10088	7.95787
mne-miR-18_st	9.71019	9.71816	9.83104	9.75104	9.60193	9.72047	9.72094	9.90245	9.63516	9.54399	9.61722	9.60240	9.07205	8.97530	8.87242	8.85268	8.97091	8.95126
mne-miR-19a_st	6.01600	5.88178	6.06304	5.96293	5.92997	6.19344	5.63719	5.30351	5.97551	6.08092	5.61261	5.64180	5.45059	5.63536	5.70355	5.17647	6.03808	5.22907
mne-miR-20_st	10.64538	10.39559	10.51814	10.63030	10.38437	10.53397	10.47083	10.10344	10.33696	10.51533	10.30369	10.60228	10.08211	10.16473	10.16299	10.20443	10.51078	10.50953
mne-miR-19b_st	11.31129	11.02773	11.05143	10.90384	10.99525	10.99932	11.02320	11.21333	11.01279	10.95613	10.93798	11.05302	10.46946	10.52572	10.71155	10.55890	10.61036	10.65367
mml-miR-194_st	6.09577	6.33174	6.44690	5.83437	6.36497	6.47199	6.37126	6.41748	6.51864	6.94752	6.60356	6.74233	6.45869	6.33857	6.62286	6.88249	6.48911	6.90899
mml-miR-215_st	0.87726	0.84121	0.50794	0.73975	0.62124	1.04354	1.03267	0.61325	0.63465	0.64320	0.61291	0.88344	1.00630	0.47603	1.06163	0.13820	0.39237	0.94951
ptr-miR-194_st	6.27862	6.09232	6.25945	5.99395	6.55439	6.44228	6.83860	6.28577	6.49553	6.35026	6.55527	6.65047	6.43075	6.19839	6.59831	6.51994	6.80510	6.77301
ptr-miR-215_st	0.69862	0.96277	0.78468	1.32353	0.52420	0.71006	1.18081	0.72121	0.80109	0.83527	1.08998	0.63909	0.46473	0.51467	0.66508	0.99284	0.71567	0.79569
ppy-miR-194_st	6.38411	6.18053	6.27978	6.15786	6.45262	6.07841	6.29929	6.52789	6.76761	6.32578	6.42078	6.34760	6.33560	6.31153	6.39298	6.48697	6.73831	6.86446
ppy-miR-215_st	0.82002	1.14292	0.53019	1.43198	0.85933	0.95200	0.92802	0.88428	1.07543	0.72992	0.60702	1.18039	0.85277	1.02179	0.62940	1.42531	1.20573	0.51262
ggo-miR-194_st	6.38086	6.10602	5.88108	6.56652	6.71692	6.58888	6.33977	6.43416	6.66024	6.63811	6.65760	6.33117	6.58739	6.50502	6.65378	6.84847	6.62196	6.93569
ggo-miR-215_st	0.49418	0.41576	0.50986	0.64622	0.81562	1.66112	0.71626	0.28665	0.59236	0.40408	0.52728	0.86013	0.60739	1.11512	0.71863	1.08154	0.71811	0.93162
mne-miR-194_st	6.26593	6.26507	6.19087	5.96324	6.38008	6.54933	6.61052	6.74988	6.74204	6.54004	6.50502	6.57840	6.62343	6.09507	6.66097	6.58908	6.78135	6.85095
mne-miR-215_st	1.04396	0.83616	0.57822	0.94557	0.31442	0.72475	0.71745	0.63974	0.61495	0.50375	0.75328	0.76479	1.31457	0.63974	1.41605	1.22381	0.77638	0.54675
age-miR-194_st	6.13584	6.06171	6.01267	6.55935	6.20344	6.45163	6.45020	6.40924	6.79575	6.71620	6.56568	6.19735	6.30682	6.43315	6.35981	6.74923	6.39610	6.76349
ggo-miR-23a_st	13.64734	13.60465	13.60805	13.59288	13.53944	13.46295	13.47044	13.56244	13.61966	13.64799	13.50353	13.58874	13.59663	13.60122	13.59069	13.58434	13.62303	13.62184
ggo-miR-27a_st	10.73994	10.59341	10.64700	10.69750	10.70530	10.63488	10.57006	10.52858	10.59339	10.74187	10.55127	10.77478	10.69168	10.72904	11.00651	10.98111	11.13333	11.28315
ggo-miR-24_st	13.18399	13.29612	13.34157	13.30638	13.24573	13.20016	13.27532	13.31438	13.27571	13.26643	13.16326	13.13756	13.14291	13.09321	13.03928	13.11033	13.14473	13.16545
age-miR-23a_st	13.68086	13.59107	13.61502	13.64641	13.51307	13.56086	13.47036	13.56859	13.60989	13.66653	13.54314	13.58053	13.58083	13.62481	13.61181	13.59787	13.60105	13.63471
age-miR-27a_st	10.72771	10.56321	10.64458	10.52458	10.63697	10.48547	10.52151	10.42154	10.61225	10.69795	10.45566	10.66926	10.51090	10.64685	10.96896	10.88513	11.11480	11.20091
ppa-miR-23a_st	13.67537	13.60247	13.60500	13.64724	13.54640	13.52796	13.49138	13.58532	13.58459	13.70149	13.56881	13.64257	13.60953	13.63917	13.62027	13.60944	13.60743	13.64572
ppa-miR-27a_st	10.73696	10.58794	10.68352	10.64671	10.63982	10.57093	10.51146	10.45406	10.66114	10.71115	10.46913	10.64664	10.61167	10.74783	10.97343	10.98110	11.29782	11.27895
lca-miR-23a_st	13.63868	13.60378	13.59855	13.61367	13.46869	13.50869	13.50641	13.57857	13.65695	13.70936	13.54741	13.66706	13.58735	13.60427	13.63341	13.60903	13.60444	13.61188
lca-miR-27a_st	10.73352	10.62060	10.65578	10.54359	10.62581	10.54271	10.46790	10.48806	10.58146	10.68561	10.49246	10.74224	10.58666	10.62984	10.98421	10.96468	11.18491	11.16903
ppy-miR-23a_st	13.66657	13.63873	13.59058	13.66490	13.53763	13.57358	13.50145	13.54954	13.59480	13.67710	13.56240	13.63708	13.60056	13.63388	13.63695	13.60270	13.61505	13.61666
ppy-miR-27a_st	10.70574	10.56921	10.56263	10.56454	10.62704	10.43633	10.48243	10.49778	10.53624	10.67155	10.40528	10.69674	10.52587	10.67005	10.87749	10.91441	11.16569	11.19442
ptr-miR-23a_st	13.64925	13.61625	13.62636	13.63164	13.50051	13.50961	13.46736	13.53086	13.60177	13.67936	13.53298	13.59951	13.60100	13.60666	13.61083	13.59442	13.61080	13.63819
ptr-miR-27a_st	10.71828	10.57736	10.62344	10.64723	10.68769	10.61435	10.55471	10.52948	10.56686	10.63729	10.48411	10.76615	10.65188	10.71639	10.95654	10.94347	11.24341	11.31977
ptr-miR-24_st	13.15921	13.31490	13.32332	13.31823	13.19236	13.20546	13.24289	13.27683	13.26983	13.26086	13.18472	13.11901	13.13902	13.03447	13.03453	13.10245	13.11705	13.11073
mml-miR-23a_st	13.62968	13.59540	13.54918	13.61089	13.51707	13.60635	13.54529	13.60722	13.61220	13.69314	13.53314	13.64362	13.61095	13.58977	13.61479	13.60370	13.61103	13.63504
mml-miR-27a_st	10.67624	10.63432	10.63528	10.55114	10.56805	10.59421	10.61392	10.57066	10.70721	10.75738	10.49553	10.74856	10.61446	10.71495	11.01512	10.88907	11.17401	11.33608
sla-miR-23a_st	13.63506	13.61012	13.63360	13.62388	13.54556	13.59076	13.47007	13.57223	13.55241	13.68566	13.52039	13.65044	13.60376	13.63595	13.61862	13.59907	13.61080	13.62937
sla-miR-27a_st	10.70527	10.53866	10.59839	10.58297	10.55827	10.57427	10.49711	10.49633	10.56292	10.70583	10.46565	10.67550	10.58156	10.72798	10.91864	10.93455	11.15298	11.17836
mne-miR-23a_st	13.65829	13.61672	13.64805	13.59144	13.49816	13.54869	13.49447	13.59661	13.62300	13.72598	13.54274	13.61206	13.61742	13.61022	13.61418	13.59793	13.64275	13.66430
mne-miR-27a_st	10.78666	10.69806	10.61726	10.60931	10.72623	10.62920	10.52350	10.47003	10.66346	10.75321	10.55912	10.70829	10.62618	10.70937	11.00644	10.95224	11.20869	11.32773
ggo-miR-106b_st	10.57970	10.69085	10.65669	10.75245	10.60256	10.71097	10.71678	10.77158	10.63688	10.64457	10.56721	10.43256	10.12393	10.08692	10.11416	10.00947	10.05564	9.85668
ggo-miR-93_st	11.79924	11.97887	11.93555	11.97969	11.83376	11.86590	11.84370	11.91288	11.84803	11.73117	11.79183	11.66352	11.42921	11.29797	11.14505	11.23966	11.19196	11.22433
ggo-miR-25_st	9.93162	10.01446	9.95637	10.11517	10.09289	9.99299	10.04281	9.68770	10.05056	10.09752	10.00572	9.97043	9.95857	10.07845	10.01086	9.90800	10.04729	10.00803
age-miR-106b_st	10.57845	10.61754	10.65280	10.68768	10.61343	10.75638	10.74178	10.86564	10.69379	10.60905	10.65597	10.50875	10.12317	10.07383	10.08503	10.01103	9.99559	9.95015
age-miR-93_st	11.75965	11.94119	11.87793	11.92939	11.83855	11.85870	11.87942	11.86556	11.83936	11.77543	11.76213	11.66473	11.39399	11.27551	11.12781	11.18696	11.19826	11.21592
ppa-miR-106b_st	10.57743	10.65361	10.68153	10.69551	10.64688	10.71789	10.72103	10.80572	10.65390	10.57120	10.62339	10.46028	10.13155	10.09016	10.05105	10.14603	9.95986	9.98635
ppa-miR-93_st	11.80933	11.97588	11.91679	11.96256	11.79746	11.87124	11.86114	11.89282	11.83694	11.79882	11.72034	11.69547	11.38331	11.27796	11.10794	11.17238	11.14050	11.19083
ppa-miR-25_st	9.99556	9.89744	9.96530	9.97421	9.89397	9.88011	9.99864	9.65211	10.05513	10.02720	9.97341	10.04213	9.84374	10.04043	10.00648	9.87720	10.00586	10.07287
ppy-miR-106b_st	10.55668	10.68988	10.71215	10.71937	10.66679	10.69389	10.78687	10.79316	10.68212	10.57431	10.63512	10.49820	10.11849	10.09113	10.12183	10.09271	10.09690	9.99390
ppy-miR-93_st	11.71996	11.97451	11.85708	11.91290	11.80964	11.84733	11.79770	11.86616	11.80304	11.77410	11.77186	11.63212	11.35545	11.25905	11.15012	11.23426	11.09388	11.22601
ppy-miR-25_st	9.97909	10.01143	9.94441	10.10034	10.01425	10.00463	10.05384	9.81602	9.95931	10.05210	10.12636	10.02561	9.98135	9.92813	9.99481	9.94630	10.08691	10.12185
ptr-miR-106b_st	10.55996	10.66576	10.70338	10.77200	10.63570	10.69148	10.71937	10.80553	10.64880	10.61424	10.63946	10.53264	10.11324	10.12624	10.04924	10.08122	10.03908	10.05079
ptr-miR-93_st	11.80849	11.99099	11.96689	11.98807	11.84223	11.86576	11.82747	11.95423	11.85465	11.81501	11.78138	11.71743	11.38090	11.29995	11.12943	11.22615	11.25662	11.21499
ptr-miR-25_st	0.58502	0.56247	0.42986	0.86655	0.46694	1.41880	0.58502	0.13644	0.97920	0.50375	0.74267	0.60200	0.09059	0.69508	0.68267	0.54555	0.50931	1.08605
mml-miR-106b_st	10.60214	10.68984	10.70718	10.72569	10.62822	10.67866	10.75195	10.79792	10.70259	10.64013	10.60297	10.48860	10.15912	10.10132	10.10961	10.03870	10.05886	9.95880
mml-miR-93_st	11.76274	12.05388	11.84194	11.91488	11.81397	11.83979	11.85837	11.92482	11.80010	11.72324	11.72659	11.64988	11.35720	11.24013	11.13643	11.19397	11.20180	11.17427
mml-miR-25_st	9.97409	9.97753	9.95713	9.99060	9.91620	9.98029	10.05227	9.80952	9.93349	10.09251	9.93309	10.01684	9.92875	9.92590	10.09939	9.90909	10.06989	10.00030
sla-miR-106b_st	10.54434	10.67683	10.63838	10.59619	10.62795	10.62784	10.75783	10.79610	10.61632	10.56798	10.61050	10.50377	10.02555	10.05286	10.10156	10.09178	9.98089	9.90487
sla-miR-93_st	11.78438	12.01823	11.93733	11.98970	11.87373	11.89054	11.90618	11.94166	11.82392	11.80244	11.72501	11.66065	11.38008	11.26670	11.14202	11.26031	11.30169	11.28080
lla-miR-106b_st	10.54965	10.64035	10.68779	10.70502	10.65250	10.71243	10.70296	10.74922	10.57870	10.54418	10.55389	10.49689	10.09190	10.07423	10.07478	10.02570	9.95084	9.98324
lla-miR-93_st	11.78656	11.96144	11.88582	12.03036	11.79910	11.86781	11.84960	11.92804	11.81329	11.76956	11.79666	11.65838	11.38298	11.31015	11.17265	11.21767	11.16392	11.17313
lla-miR-25_st	9.96136	10.05249	9.98938	10.07515	9.91247	10.01667	10.08642	9.70399	9.95328	10.03439	10.03002	10.07342	9.99740	9.95000	10.05535	9.96543	10.12962	10.14969
mne-miR-106b_st	10.59764	10.73158	10.74181	10.75919	10.63568	10.72542	10.77681	10.77879	10.64059	10.61090	10.60441	10.54931	10.15741	10.08447	10.13756	10.10945	10.00981	9.99472
mne-miR-93_st	11.78308	12.04287	11.90699	11.97665	11.82495	11.84699	11.82947	11.91649	11.83350	11.76818	11.80209	11.77805	11.34399	11.30473	11.09467	11.26408	11.10802	11.20961
mne-miR-25_st	9.95570	9.93144	9.94417	9.97386	9.93075	9.92340	10.02478	9.71692	9.84033	10.04311	9.96604	9.91143	9.92934	9.98653	10.05005	9.86576	9.95584	10.03803
mml-miR-183_st	6.73610	6.45747	6.64989	6.78439	6.51013	6.67309	6.75688	6.55868	6.61709	6.75688	6.56211	6.40384	6.24876	5.76969	5.74086	5.94543	4.89525	4.84918
mml-miR-96_st	0.65783	1.99688	0.90399	1.56512	0.66195	0.90399	1.17115	0.48296	1.80716	1.21202	0.90399	1.15015	0.66554	0.82468	0.54967	1.03484	0.71567	0.80827
ptr-miR-183_st	6.81083	6.54763	6.55179	6.68638	6.89055	6.70775	6.74168	6.60312	6.80697	6.59704	6.59993	6.50337	5.70798	5.82876	5.78767	5.62839	5.87523	5.72053
ptr-miR-96_st	1.22003	1.46496	0.95473	1.19135	0.56457	0.76219	1.74431	0.75491	0.74916	1.67017	1.08998	1.03125	1.00277	1.05658	1.35859	1.54341	1.59278	1.22670
ggo-miR-183_st	6.60928	6.43739	6.67888	6.78249	6.69909	6.77128	6.75901	6.41407	6.35464	6.53394	6.22005	6.44970	5.26476	5.89646	5.78867	5.41955	4.92987	5.26002
ggo-miR-96_st	1.43759	0.93049	1.40281	1.62401	1.12966	0.82083	1.14922	1.12286	2.27915	1.62596	0.75433	0.64664	1.17058	1.08516	0.60205	1.28141	0.47997	0.64842
sla-miR-183_st	6.67885	6.56355	6.31177	6.67139	6.63329	6.51583	6.59565	6.48486	6.63004	6.82457	6.39131	6.58784	6.00106	5.05034	5.87604	5.81143	5.28718	5.30134
sla-miR-96_st	1.79736	2.49775	1.44000	0.74392	1.24834	0.45461	1.39170	0.95579	0.57390	0.58858	0.62178	0.74918	0.91348	1.07208	0.54258	1.05832	0.73647	0.71756
mne-miR-183_st	6.90466	6.67763	6.81843	6.88720	6.47719	6.73610	6.67007	6.67728	6.69653	6.58900	6.51844	6.47151	5.96314	5.96167	5.77624	5.03098	5.40732	4.92697
mne-miR-96_st	1.01044	0.96279	0.83751	1.81212	0.82336	0.81834	1.40363	0.65783	0.84623	0.66285	0.78378	0.71732	0.61514	0.47885	1.11299	0.89620	0.86540	0.93935
ppa-miR-183_st	6.86978	6.68075	6.63793	6.49724	6.48638	6.87228	6.66905	7.00023	6.59975	6.91024	6.50144	6.32331	6.11723	5.66359	5.44350	5.61628	4.68548	5.50875
ppa-miR-96_st	1.81756	1.07342	1.82400	0.90694	0.55053	0.97920	1.12942	0.58604	0.93647	1.05539	1.07303	1.23851	0.55271	1.09045	1.58882	0.83668	1.19196	0.93935
ggo-miR-106a_st	12.68206	12.70831	12.70198	12.76263	12.70227	12.75006	12.75293	12.79667	12.71693	12.63400	12.58284	12.63839	12.29929	12.31507	12.25641	12.30051	12.35905	12.44801
age-miR-106a_st	12.68106	12.68782	12.72575	12.75274	12.68802	12.72643	12.73752	12.77650	12.68729	12.63653	12.51267	12.66636	12.35552	12.22835	12.27834	12.27338	12.37395	12.36313
ppa-miR-106a_st	12.70686	12.71802	12.70616	12.73440	12.68978	12.75858	12.74190	12.81857	12.69397	12.64370	12.60005	12.66975	12.32824	12.32365	12.28043	12.29415	12.41020	12.37963
mml-miR-106a_st	12.75684	12.69234	12.72445	12.75986	12.71774	12.76076	12.76651	12.81645	12.68420	12.66384	12.59672	12.65853	12.30354	12.29694	12.28281	12.33610	12.38547	12.40258
ppy-miR-106a_st	12.67909	12.72224	12.71577	12.74621	12.71480	12.72718	12.76200	12.82754	12.67025	12.59982	12.57939	12.65595	12.36390	12.33671	12.23805	12.29128	12.42174	12.38935
ptr-miR-106a_st	12.67141	12.74407	12.70448	12.76594	12.72880	12.74214	12.76272	12.81470	12.72601	12.64800	12.58366	12.60980	12.36243	12.35375	12.30302	12.33887	12.36006	12.42048
sla-miR-106a_st	12.70358	12.68372	12.73169	12.78175	12.73652	12.76199	12.75406	12.83921	12.72787	12.66302	12.61171	12.62426	12.30009	12.35073	12.29596	12.35550	12.45946	12.45462
mne-miR-106a_st	12.67614	12.69831	12.71953	12.78745	12.73982	12.75788	12.74713	12.81785	12.70797	12.64130	12.59803	12.60102	12.34365	12.35939	12.28065	12.31885	12.43213	12.43097
mne-miR-92_st	13.34876	13.46556	13.54127	13.58085	13.53307	13.56828	13.58807	13.49485	13.50481	13.50002	13.63512	13.51601	13.70832	13.66651	13.71731	13.70593	13.74649	13.73666
hsa-miR-488-star_st	2.52332	0.68775	1.58832	1.28007	1.48526	1.60402	2.13681	1.87474	1.40612	0.70845	1.34840	0.50233	1.53728	1.01485	1.39007	1.07190	0.70533	1.08704
hsa-miR-488_st	2.47855	1.97439	1.60432	1.13852	1.49683	0.71057	1.01958	0.93320	0.74273	1.30439	1.76889	1.28367	1.24510	1.59230	2.50511	1.33880	1.59046	1.57461
hsa-miR-489_st	2.14475	1.96369	2.04595	2.91985	2.96383	1.83246	1.91989	2.17425	1.71755	1.68391	1.97085	1.88438	1.74889	1.34506	1.92939	2.73987	1.07606	1.36147
hsa-miR-490-5p_st	0.73351	0.57265	1.40426	0.73754	0.64725	0.65783	0.45369	0.30108	0.43660	0.70494	0.54729	0.43853	0.81912	1.67039	0.96655	0.10382	1.26008	0.26727
hsa-miR-490-3p_st	0.72042	0.30843	0.44728	0.59463	1.00467	0.42146	0.71055	0.34324	0.32730	1.06195	0.86463	0.60415	0.81225	0.29300	0.67386	0.45866	0.81680	0.64842
hsa-miR-491-5p_st	3.87462	3.89216	3.81084	3.72980	3.71563	3.45350	4.61022	4.19528	3.76996	3.26731	4.08079	3.77056	3.68523	3.78191	3.24514	2.39144	1.94539	2.69137
hsa-miR-491-3p_st	0.64746	0.77431	0.77431	0.70268	0.67499	0.78793	0.47978	0.60894	0.97920	0.72650	0.65783	1.01791	1.02485	0.91419	0.63545	1.02036	0.69528	0.83441
hsa-miR-511_st	0.49666	0.50278	0.50727	0.33590	0.76180	0.39230	0.22185	0.65743	0.69730	0.22185	0.45031	0.33793	0.55069	0.33658	0.64028	0.40923	0.57848	0.59498
hsa-miR-146b-5p_st	4.67636	4.55954	4.91258	4.59929	5.20750	4.70193	5.37841	4.54041	5.57481	5.46621	6.48679	6.46202	6.09293	6.08858	5.76046	6.13647	5.59224	5.38879
hsa-miR-146b-3p_st	0.65033	1.00194	0.78644	1.18805	1.01044	0.88600	0.50375	2.48823	0.80285	1.08031	3.55540	3.20745	0.57001	0.85626	1.32523	1.49304	1.03248	0.96845
hsa-miR-202-star_st	2.01054	2.19923	1.83735	0.78468	1.57046	1.42743	1.32885	1.63291	2.54211	2.37123	0.62706	1.40461	1.14358	1.69111	1.99423	1.58104	1.64443	1.90836
hsa-miR-202_st	2.87631	3.20124	2.14783	2.68477	1.58788	2.02264	1.61517	2.39534	2.46830	1.27816	1.94062	2.48521	2.60293	1.63095	2.55315	2.96252	2.85859	1.75902
hsa-miR-492_st	0.43621	0.79317	0.66811	0.73207	0.40647	0.29904	0.95703	0.44009	0.49223	0.83786	0.54884	0.80186	0.73656	0.73207	0.40635	0.71423	1.28720	0.74716
hsa-miR-493-star_st	0.71242	0.56515	0.48094	1.18317	0.60386	0.51979	1.05073	0.41340	0.67043	0.84104	0.74733	0.83163	0.38855	0.51979	0.50646	0.54220	0.54614	0.80109
hsa-miR-493_st	0.61329	0.87098	1.06138	0.42288	0.36416	0.55134	0.48909	0.65007	0.62449	0.82906	0.78872	0.58713	0.42167	0.81023	0.63185	0.65066	0.70101	0.61128
hsa-miR-432_st	1.30455	1.72995	0.63967	1.97439	2.54412	1.73761	1.53724	2.62451	2.39065	1.32947	0.89800	1.16590	1.12191	1.56588	2.23719	3.21230	1.87502	1.49649
hsa-miR-432-star_st	0.44107	0.41542	0.46504	0.40521	1.10231	0.81450	0.71745	0.64325	0.71636	0.66041	0.31896	1.03589	0.63851	0.93510	0.46040	1.01614	0.33619	0.38652
hsa-miR-494_st	7.12387	6.65865	7.24204	6.22528	6.24118	5.92100	5.27130	5.98872	5.77813	6.58900	6.10369	6.98250	7.35682	7.50652	6.99149	6.74867	7.34888	7.01655
hsa-miR-495_st	0.72055	0.60090	0.46692	0.46692	1.01044	0.56557	0.94325	0.65970	0.62449	0.85097	0.38670	0.65029	0.63262	0.48194	1.92100	0.60827	0.48211	0.53137
hsa-miR-496_st	1.07082	1.28261	0.80741	1.89183	0.82502	0.33658	2.09995	0.65950	0.68488	0.56414	0.57600	1.01132	0.34703	0.84507	1.28335	0.41492	0.42105	1.24396
hsa-miR-193b-star_st	6.09518	6.51880	6.48028	6.43213	6.34069	6.28248	6.70176	6.04365	6.53201	6.54470	6.34863	5.39821	6.74525	5.95977	6.70755	6.63092	6.49522	6.29922
hsa-miR-193b_st	8.62023	8.74463	8.65756	8.87527	8.79800	8.76339	8.96024	9.04614	8.97965	8.88733	8.68774	8.69698	8.31418	8.25630	8.20867	8.30521	8.29330	8.20975
hsa-miR-497_st	1.82617	2.41521	1.29415	1.46824	2.46675	0.89287	2.07544	0.90799	1.39635	1.80592	1.70191	2.19040	0.65857	1.14851	1.31457	0.53415	0.41939	1.16168
hsa-miR-497-star_st	0.22369	0.43163	0.32869	0.72245	0.55372	0.41519	0.50054	0.06974	0.35100	0.70780	0.37356	0.52844	0.27570	0.19872	0.76741	0.16659	0.28304	0.33794
hsa-miR-181d_st	6.24479	6.14634	5.85188	6.28126	5.85927	5.52025	6.05340	5.17270	6.05354	6.22724	5.77822	5.92065	6.11717	6.20499	6.16149	6.40905	6.03465	6.53243
hsa-miR-512-5p_st	1.10331	1.68215	0.89437	1.09369	0.83897	1.44682	0.89858	0.65998	0.73769	1.15448	1.37450	0.41099	0.90917	0.71777	0.85878	0.74851	0.78040	0.58502
hsa-miR-512-3p_st	1.42270	0.71898	1.43107	1.31722	1.33541	1.19676	1.88768	1.53067	0.91269	0.99896	1.52170	1.45467	1.12286	0.66015	1.47317	1.71819	1.15760	1.31722
hsa-miR-498_st	1.43680	2.10242	2.16604	2.24552	1.58315	1.88055	2.25257	0.92896	1.15717	1.58135	1.50326	1.60319	1.54712	2.42881	1.98862	2.50002	2.75561	2.38682
hsa-miR-520e_st	0.38786	1.11113	0.52508	0.62449	0.66759	0.33961	0.82559	0.24761	0.52508	0.50375	0.46471	0.28453	0.82338	0.73222	0.49465	0.38373	0.41939	0.67566
hsa-miR-515-5p_st	0.46525	0.43777	0.91756	0.56414	0.69956	0.80860	0.47478	0.76300	0.54418	1.04555	0.61170	0.82113	0.99008	0.70674	0.59196	0.90573	0.60347	0.86594
hsa-miR-515-3p_st	0.43621	0.92260	0.57589	0.73056	1.01608	0.15179	0.29672	0.65783	0.25481	0.45377	0.61845	0.59844	0.36940	0.20534	0.37590	0.66532	0.34964	0.25481
hsa-miR-519e-star_st	1.16423	0.87131	0.62449	0.74001	0.65783	1.08816	0.89229	0.65369	0.46504	0.41544	0.72716	0.57016	0.48871	0.41739	1.38282	0.78951	1.30557	1.02021
hsa-miR-519e_st	0.37655	0.59620	0.47894	0.65392	0.76308	1.83825	0.41203	0.79256	1.36822	0.76308	0.34611	0.48919	0.56964	0.45482	0.62573	1.03073	0.56964	0.64842
hsa-miR-520f_st	0.22666	0.81915	0.55870	0.25187	0.82336	0.79808	1.07965	1.01194	0.55344	0.73364	0.70021	1.00063	0.62226	0.43448	0.22454	0.62570	0.73298	0.57600
hsa-miR-519c-5p_st	0.65990	0.78468	0.60327	0.85701	0.54333	0.43142	1.43184	1.00836	1.22950	1.24454	0.62421	0.86312	0.57001	0.27693	1.06041	0.63170	0.98536	0.64842
hsa-miR-519c-3p_st	1.30744	0.94102	0.87197	0.94102	0.81509	0.58645	0.83919	0.93118	0.51376	0.66263	0.43237	0.96089	0.72671	1.10120	0.92218	0.56797	0.05038	0.80716
hsa-miR-520a-5p_st	0.45289	0.71110	0.48691	0.87054	0.19003	0.81331	0.34440	0.36761	0.78271	0.67970	0.56573	0.49912	0.81165	0.50071	0.42822	0.29799	0.40100	0.22986
hsa-miR-520a-3p_st	0.50291	0.99525	0.59525	0.94423	0.50291	0.49614	1.02617	0.98545	0.92162	0.62428	0.53506	0.75965	0.33859	0.62976	0.66608	0.47580	0.56074	0.49350
hsa-miR-526b_st	1.11988	0.70576	1.21497	0.44531	0.56854	0.58643	0.40229	0.74930	1.21992	0.45320	0.72262	0.77129	0.41939	0.98238	0.64707	0.78627	0.42686	0.64842
hsa-miR-526b-star_st	0.79443	0.37964	0.32869	0.28935	0.50375	0.47699	0.58986	0.87883	0.16890	0.51583	0.38736	0.79628	0.59501	0.53493	0.54555	0.51583	0.71021	0.48657
hsa-miR-519b-5p_st	0.54562	0.59595	1.21641	0.75540	0.91648	2.07324	0.70035	0.45367	2.01950	1.19285	0.82853	1.67039	0.39121	0.91418	0.89701	0.45524	0.27262	0.62292
hsa-miR-519b-3p_st	0.53942	0.68329	0.56825	0.69632	0.85828	0.62926	0.70585	0.47885	1.29383	0.46778	1.15698	0.73778	0.83257	0.53703	1.32045	0.76897	0.65996	0.75163
